Date,Open,High,Low,Close,Volume
2022-08-22,12523.16,12538.55,12353.73,12381.57,3778350277.0
2022-08-19,12832.27,12859.01,12674.87,12705.21,4108753612.0
2022-08-18,12937.79,13002.66,12873.49,12965.34,4254259824.0
2022-08-17,12968.63,13053.51,12863.01,12938.12,4698613172.0
2022-08-16,13082.64,13181.09,12979.24,13102.55,4484528053.0
2022-08-15,12996.63,13146.06,12993.78,13128.05,3933234909.0
2022-08-12,12866.32,13047.19,12821.22,13047.19,4302075081.0
2022-08-11,12944.82,13026.24,12760.09,12779.91,5229785964.7268
2022-08-10,12793.44,12861.44,12698.61,12854.8,4639631720.0
2022-08-09,12557.49,12582.91,12438.86,12493.93,4823209846.0
2022-08-08,12703.72,12855.16,12597.75,12644.46,4713927511.0
2022-08-05,12538.8,12720.44,12525.77,12657.55,4357524695.0
2022-08-04,12675.04,12736.19,12600.78,12720.58,4911033056.0
2022-08-03,12433.88,12699.64,12425.21,12668.16,5121449347.0
2022-08-02,12287.67,12503.34,12260.48,12348.76,4155308156.0
2022-08-01,12317.96,12499.72,12271.98,12368.98,3761062980.7925
2022-07-29,12239.69,12426.27,12181.13,12390.69,4313183382.0
2022-07-28,12036.48,12179.09,11886.67,12162.59,4364799019.0
2022-07-27,11756.19,12081.73,11718.38,12032.42,4017481921.0
2022-07-26,11701.53,11711.31,11533.37,11562.57,3890206145.0
2022-07-25,11837.96,11855.11,11707.53,11782.67,3858195140.0
2022-07-22,12025.37,12093.02,11767.19,11834.11,4180697480.0
2022-07-21,11914.15,12060.59,11812.72,12059.61,4109049961.0
2022-07-20,11726.09,11939.96,11703.36,11897.65,4842926468.0
2022-07-19,11515.0,11721.22,11448.97,11713.15,4808122806.0
2022-07-18,11561.64,11629.03,11322.84,11360.05,4538023536.0
2022-07-15,11379.36,11454.69,11295.33,11452.42,3829606219.0
2022-07-14,11151.21,11279.96,11005.93,11251.19,2711530297.0
2022-07-13,11056.55,11325.67,11031.27,11247.58,2840804681.0
2022-07-12,11420.89,11483.18,11207.08,11264.73,2626373828.0
2022-07-11,11524.49,11541.1,11348.07,11372.6,2767526188.0
2022-07-08,11503.61,11689.7,11479.77,11635.31,2767218383.0
2022-07-07,11422.6,11644.47,11412.88,11621.35,2961772412.0
2022-07-06,11337.9,11443.14,11250.32,11361.85,2958471592.0
2022-07-05,10964.18,11323.89,10911.45,11322.24,3125370360.0
2022-07-01,11006.84,11132.55,10922.71,11127.84,3077812995.0
2022-06-30,11048.25,11160.92,10850.01,11028.74,3328867564.0
2022-06-29,11160.22,11226.33,11072.19,11177.89,3865916773.0
2022-06-28,11542.25,11635.86,11177.68,11181.54,3757788488.0
2022-06-27,11661.02,11677.48,11487.07,11524.55,3123071749.0
2022-06-24,11351.31,11613.23,11337.78,11607.62,5637676090.0
2022-06-23,11137.68,11260.27,11046.29,11232.19,3235399404.0
2022-06-22,10941.95,11216.77,10938.06,11053.08,3309741382.0
2022-06-21,10974.05,11164.99,10974.05,11069.3,3141336226.0
2022-06-17,10697.55,10884.71,10638.72,10798.35,4790525649.0
2022-06-16,10806.02,10831.07,10565.14,10646.1,3138311625.0
2022-06-15,10968.4,11244.27,10866.39,11099.15,2976419356.0
2022-06-14,10897.43,10926.81,10733.04,10828.35,2702010845.0
2022-06-13,10986.85,11071.48,10775.14,10809.23,3318676120.0
2022-06-10,11543.88,11569.15,11328.27,11340.02,2989518870.0
2022-06-09,12016.48,12115.07,11751.98,11754.23,3306683123.0
2022-06-08,12147.28,12235.78,12052.7,12086.27,2801620574.0
2022-06-07,11925.81,12194.86,11888.62,12175.23,2613354538.0
2022-06-06,12200.33,12245.4,12004.2,12061.37,2676568242.0
2022-06-03,12097.12,12167.44,11966.62,12012.73,2586037326.0
2022-06-02,11945.57,12320.12,11901.45,12316.9,2625025506.0
2022-06-01,12176.89,12237.94,11901.43,11994.46,2816895738.0
2022-05-31,12137.54,12190.09,11942.5,12081.39,3587091309.0
2022-05-27,11869.69,12131.66,11856.82,12131.13,2947121576.0
2022-05-26,11409.84,11796.97,11406.16,11740.65,2891882374.0
2022-05-25,11225.03,11511.9,11211.85,11434.74,2818108022.0
2022-05-24,11326.45,11351.61,11092.48,11264.45,2901316358.0
2022-05-23,11396.28,11552.07,11304.56,11535.27,2906145315.0
2022-05-20,11542.68,11552.21,11035.69,11354.62,3457729380.0
2022-05-19,11364.4,11562.82,11313.31,11388.5,3250511713.0
2022-05-18,11790.68,11826.23,11381.69,11418.15,3134617667.0
2022-05-17,11905.57,11988.43,11754.28,11984.52,3088842074.0
2022-05-16,11727.14,11804.59,11627.53,11662.79,3056617791.0
2022-05-13,11555.98,11856.71,11510.26,11805.0,3666185028.0
2022-05-12,11199.25,11547.33,11108.76,11370.96,4063062203.0
2022-05-11,11645.57,11844.51,11339.18,11364.24,3640428877.0
2022-05-10,11900.34,11944.94,11566.29,11737.67,3714398188.0
2022-05-09,11923.03,11990.61,11574.94,11623.25,3625678241.0
2022-05-06,12246.84,12358.43,11990.15,12144.66,3106854948.0
2022-05-05,12787.52,12787.52,12183.56,12317.69,3175056994.0
2022-05-04,12574.73,12985.01,12367.02,12964.86,3261551847.0
2022-05-03,12511.46,12645.83,12461.0,12563.76,2703561947.0
2022-05-02,12331.69,12542.54,12202.41,12536.02,2866556693.0
